NSID	GRIDID	HHCAT	W9SEX	W9ALIVE	W9PRES	W9RELTOKEY	W9LVDYM	W9LVDYY	W9WHNMOM	W9WHNMOY	W9SLVYM	W9SLVYY	W9DOBM	W9DOBY	W9RAGE	W9GRIDFLAG
NS21720B	2	1	1	1	1	1	-1	-1	-1	-1	3	2012	4	1989	33	0
NS21720B	26	3	1	1	1	4	-1	-1	-1	-1	11	2014	11	2014	8	0
NS21720B	27	3	2	1	1	4	-1	-1	-1	-1	7	2016	7	2016	6	0
NS21720B	28	3	2	1	1	4	-1	-1	-1	-1	9	2019	9	2019	3	0
NS21721C	2	1	2	1	1	1	-1	-1	-1	-1	12	2019	-8	-8	41	0
NS21723E	3	1	2	1	1	3	-1	-1	-1	-1	12	2019	3	1993	30	0
NS21723E	26	3	1	1	1	4	-1	-1	-1	-1	8	2013	8	2013	9	0
NS21725G	31	4	2	1	2	9	-1	-1	1	2020	-1	-1	10	1966	56	0
NS21725G	32	4	2	1	2	14	-1	-1	1	2020	-1	-1	12	1986	36	0
NS21725G	33	4	2	1	2	28	-1	-1	1	2020	-1	-1	-8	-8	-8	0
NS21725G	34	4	2	1	2	28	-1	-1	1	2020	-1	-1	-8	-8	-8	0
NS21725G	35	4	2	1	2	20	-1	-1	1	2020	-1	-1	-8	-8	-8	0
NS21726H	1	1	2	1	2	29	-1	-1	11	2015	-1	-1	12	1990	31	0
NS21726H	2	1	2	1	1	1	-1	-1	-1	-1	12	2015	10	1989	33	0
NS21726H	26	3	2	1	1	4	-1	-1	-1	-1	11	2017	11	2017	4	0
NS21726H	27	3	2	1	1	4	-1	-1	-1	-1	9	2020	9	2020	2	0
NS21727J	31	4	2	1	2	9	-1	-1	9	2016	-1	-1	-8	-8	-8	0
NS21727J	32	4	1	1	2	9	-1	-1	9	2016	-1	-1	-8	-8	-8	0
NS21730W	2	1	1	1	1	1	-1	-1	-1	-1	9	2018	1	1990	33	0
NS21730W	26	3	1	1	1	4	-1	-1	-1	-1	11	2020	11	2020	2	0
NS21732Y	1	1	1	1	2	29	-1	-1	6	2017	-1	-1	6	1991	31	0
NS21732Y	3	1	1	1	1	3	-1	-1	-1	-1	10	2022	9	1990	32	0
NS21734A	2	1	2	1	1	3	-1	-1	-1	-1	4	2015	12	1986	36	0
NS21734A	26	3	1	1	1	4	-1	-1	-1	-1	7	2016	7	2016	6	0
NS21734A	27	3	2	1	1	4	-1	-1	-1	-1	6	2020	6	2020	2	0
NS21737D	1	1	2	1	1	1	-1	-1	-1	-1	-1	-1	10	1991	31	0
NS21737D	26	3	2	1	1	4	-1	-1	-1	-1	10	2019	10	2019	3	0
NS21737D	27	3	1	1	1	4	-1	-1	-1	-1	8	2022	8	2022	0	0
NS21738E	1	1	2	1	1	3	-1	-1	-1	-1	-1	-1	5	1990	31	0
NS21738E	12	2	1	1	1	4	-1	-1	-1	-1	-1	-1	4	2013	8	0
NS21739F	2	1	2	1	1	3	-1	-1	-1	-1	5	2017	3	1990	32	0
NS21739F	31	4	1	1	2	9	-1	-1	5	2017	-1	-1	2	1963	60	0
NS21739F	32	4	2	1	2	9	-1	-1	5	2017	-1	-1	3	1964	58	0
NS21739F	33	4	1	1	2	14	-1	-1	5	2017	-1	-1	9	1997	25	0
NS21742S	41	5	2	1	1	9	-1	-1	-1	-1	9	1996	6	1970	52	0
NS21742S	42	5	-9	1	1	-8	-1	-1	-1	-1	-9	-9	-9	-9	-9	0
NS21743T	2	1	1	1	1	1	-1	-1	-1	-1	7	2019	12	1989	33	0
NS21743T	26	3	2	1	1	4	-1	-1	-1	-1	9	2021	9	2021	1	0
NS21744V	1	1	2	1	1	1	-1	-1	-1	-1	-1	-1	6	1990	31	0
NS21744V	26	3	1	1	1	4	-1	-1	-1	-1	11	2019	11	2019	2	0
NS21744V	27	3	2	1	1	4	-1	-1	-1	-1	2	2021	2	2021	1	0
NS21746X	31	4	1	1	1	9	-1	-1	-1	-1	-1	-1	11	1950	72	0
NS21746X	32	4	1	1	1	14	-1	-1	-1	-1	-1	-1	5	1991	31	0
NS21748Z	11	2	1	1	1	4	-1	-1	-1	-1	-1	-1	11	2012	9	0
NS21748Z	26	3	2	1	1	4	-1	-1	-1	-1	3	2019	3	2019	3	0
NS21751L	1	1	2	1	1	1	-1	-1	-1	-1	-1	-1	9	1989	33	0
NS21751L	26	3	1	1	1	4	-1	-1	-1	-1	1	2022	1	2022	1	0
NS21752M	41	5	1	1	1	9	-1	-1	-1	-1	5	1990	2	1962	61	0
NS21752M	42	5	2	1	1	9	-1	-1	-1	-1	5	1990	8	1967	56	0
NS21752M	43	5	1	1	1	14	-1	-1	-1	-1	5	1990	3	1984	39	0
NS21752M	44	5	1	1	1	14	-1	-1	-1	-1	5	1990	2	1986	37	0
NS21752M	45	5	2	1	1	18	-1	-1	-1	-1	1	2007	9	1986	36	0
NS21760E	2	1	1	1	1	3	-1	-1	-1	-1	5	2018	2	1987	35	0
NS21760E	26	3	2	1	1	4	-1	-1	-1	-1	9	2019	9	2019	2	0
NS21760E	31	4	2	1	2	9	-1	-1	9	2016	-1	-1	11	1961	60	0
NS21760E	32	4	1	2	2	9	10	2019	-8	-8	-1	-1	3	1957	65	0
NS21760E	33	4	2	1	2	14	-1	-1	9	2016	-1	-1	6	1992	29	0
NS21764J	1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	6	1990	32	0
NS21764J	26	3	1	1	1	4	-1	-1	-1	-1	4	2020	4	2020	2	0
NS21765K	2	1	1	1	1	1	-1	-1	-1	-1	10	2022	8	1991	31	0
NS21765K	31	4	2	1	2	9	-1	-1	9	2017	-1	-1	10	1955	67	0
NS21765K	32	4	1	1	2	9	-1	-1	9	2017	-1	-1	4	1953	69	0
NS21767M	1	1	2	1	1	1	-1	-1	-1	-1	-1	-1	12	1985	37	0
NS21767M	26	3	1	1	1	4	-1	-1	-1	-1	11	2017	11	2017	5	0
NS21767M	27	3	2	1	1	4	-1	-1	-1	-1	6	2020	6	2020	2	0
NS21770Z	2	1	2	1	1	3	-1	-1	-1	-1	1	2019	9	1993	28	0
NS21771A	2	1	2	1	1	3	-1	-1	-1	-1	3	2020	3	1992	31	0
NS21774D	2	1	2	1	1	1	-1	-1	-1	-1	9	2016	2	1991	31	0
NS21774D	26	3	2	1	1	4	-1	-1	-1	-1	2	2021	2	2021	1	0
NS21774D	27	3	1	1	1	4	-1	-1	-1	-1	12	2022	12	2022	0	0
NS21774D	31	4	1	1	2	9	-1	-1	9	2016	-1	-1	-8	-8	-8	0
NS21774D	32	4	1	1	2	14	-1	-1	9	2016	-1	-1	3	2000	22	0
NS21774D	33	4	1	1	2	14	-1	-1	9	2016	-1	-1	5	1993	29	0
NS21775E	31	4	1	1	1	9	-1	-1	-1	-1	-1	-1	8	1940	82	0
NS21775E	32	4	2	1	1	9	-1	-1	-1	-1	-1	-1	1	1958	65	0
NS21775E	33	4	2	1	1	14	-1	-1	-1	-1	-1	-1	2	1983	39	0
NS21778H	1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	3	1976	46	0
NS21780T	41	5	1	1	1	28	-1	-1	-1	-1	-8	1990	-9	-9	-9	0
NS21780T	42	5	2	1	1	9	-1	-1	-1	-1	-9	1990	-9	-9	-9	0
NS21781V	2	1	1	1	1	3	-1	-1	-1	-1	2	2010	5	1963	58	0
NS21785Z	1	1	2	1	2	3	-1	-1	3	2021	-1	-1	6	1993	29	0
NS21786A	2	1	1	1	1	3	-1	-1	-1	-1	6	2018	10	1995	27	0
NS21786A	31	4	2	1	2	9	-1	-1	6	2018	-1	-1	8	1957	65	0
NS21786A	32	4	1	1	2	9	-1	-1	6	2018	-1	-1	8	1956	66	0
NS21787B	1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	12	1987	34	0
NS21788C	26	3	2	1	1	4	-1	-1	-1	-1	8	2018	8	2018	4	0
NS21788C	41	5	2	1	1	9	-1	-1	-1	-1	10	1989	8	1969	53	0
NS21788C	42	5	2	1	1	14	-1	-1	-1	-1	10	1995	6	1996	26	0
NS21789D	41	5	1	1	1	9	-1	-1	-1	-1	4	1990	3	1961	61	0
NS21789D	42	5	2	1	1	9	-1	-1	-1	-1	4	1990	4	1969	53	0
NS21789D	43	5	1	1	1	14	-1	-1	-1	-1	4	1992	4	1992	30	0
NS21791P	2	1	1	1	1	3	-1	-1	-1	-1	12	2017	1	1988	35	0
NS21791P	26	3	2	1	1	4	-1	-1	-1	-1	6	2020	6	2020	2	0
NS21791P	31	4	2	1	2	9	-1	-1	12	2017	-1	-1	-8	-8	-8	0
NS21791P	32	4	1	1	2	12	-1	-1	12	2017	-1	-1	12	1959	63	0
NS21791P	33	4	2	1	2	14	-1	-1	12	2017	-1	-1	9	1997	25	0
NS21793R	2	1	1	1	1	3	-1	-1	-1	-1	4	2016	7	1991	31	0
NS21793R	11	2	2	1	1	4	-1	-1	-1	-1	-1	-1	7	2011	11	0
NS21793R	26	3	1	1	1	4	-1	-1	-1	-1	8	2017	8	2017	5	0
NS21793R	27	3	1	1	1	4	-1	-1	-1	-1	1	2022	1	2022	1	0
NS21793R	32	4	1	1	1	28	-1	-1	-1	-1	-1	-1	6	1991	31	0
NS21796V	11	2	2	1	1	4	-1	-1	-1	-1	-1	-1	1	2012	11	0
NS21796V	12	2	1	1	1	4	-1	-1	-1	-1	-1	-1	7	2014	8	0
NS21796V	26	3	1	1	1	4	-1	-1	-1	-1	12	2016	12	2016	6	0
NS21796V	27	3	2	1	1	4	-1	-1	-1	-1	2	2018	2	2018	5	0
NS21796V	28	3	2	1	1	4	-1	-1	-1	-1	7	2022	7	2022	0	0
NS21797W	2	1	1	1	1	1	-1	-1	-1	-1	1	2016	12	1981	41	0
NS21797W	26	3	1	1	1	4	-1	-1	-1	-1	3	2014	3	2014	9	0
NS21797W	27	3	2	1	1	4	-1	-1	-1	-1	3	2018	3	2018	5	0
NS21799Y	2	1	2	1	1	1	-1	-1	-1	-1	9	2021	4	1993	29	0
NS21799Y	31	4	1	1	2	9	-1	-1	9	2021	-1	-1	3	1967	56	0
NS21799Y	32	4	2	1	2	9	-1	-1	9	2021	-1	-1	2	1970	53	0
NS21799Y	33	4	2	2	2	19	10	2016	-8	-8	-1	-1	-8	-8	-8	0
NS21799Y	34	4	1	1	2	14	-1	-1	9	2021	-1	-1	6	1995	27	0
NS21799Y	35	4	2	1	2	14	-1	-1	9	2021	-1	-1	8	1998	24	0
NS21799Y	36	4	1	1	2	14	-1	-1	9	2021	-1	-1	4	2004	18	0
NS21802R	1	1	2	1	1	3	-1	-1	-1	-1	-1	-1	3	1990	32	0
NS21802R	12	2	1	1	1	4	-1	-1	-1	-1	-1	-1	1	2013	9	0
NS21806W	31	4	2	1	2	9	-1	-1	9	2019	-1	-1	-8	-8	-8	0
NS21806W	32	4	1	1	2	12	-1	-1	9	2019	-1	-1	-8	-8	-8	0
NS21806W	33	4	2	1	2	14	-1	-1	9	2019	-1	-1	-8	-8	-8	0
NS21806W	34	4	1	1	2	18	-1	-1	11	2018	-1	-1	-8	-8	-8	0
NS21810J	26	3	2	1	1	4	-1	-1	-1	-1	11	2014	11	2014	8	0
NS21810J	27	3	1	1	1	4	-1	-1	-1	-1	9	2021	9	2021	1	0
NS21814N	31	4	2	1	2	9	-1	-1	3	2022	-1	-1	8	1966	55	0
NS21818S	41	5	2	1	1	9	-1	-1	-1	-1	5	1990	10	1947	75	0
NS21818S	42	5	1	1	1	14	-1	-1	-1	-1	5	1990	6	1977	45	0
NS21819T	41	5	2	1	1	9	-1	-1	-1	-1	5	1990	2	1964	58	0
NS21819T	42	5	1	1	1	9	-1	-1	-1	-1	5	1990	3	1967	55	0
NS21819T	43	5	2	1	1	14	-1	-1	-1	-1	9	1994	8	1994	27	0
NS21820D	1	1	1	1	1	3	-1	-1	-1	-1	-1	-1	7	1987	35	0
NS21820D	26	3	1	1	1	4	-1	-1	-1	-1	2	2016	2	2016	6	0
NS21820D	27	3	2	1	1	4	-1	-1	-1	-1	4	2021	4	2021	1	0
NS21822F	2	1	2	1	1	1	-1	-1	-1	-1	11	2018	11	1986	35	0
NS21822F	26	3	2	1	1	4	-1	-1	-1	-1	4	2022	4	2022	0	0
NS21828M	1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	3	1990	32	0
NS21828M	26	3	1	1	1	4	-1	-1	-1	-1	8	2019	8	2019	3	0
NS21828M	27	3	2	1	1	4	-1	-1	-1	-1	5	2022	5	2022	0	0
NS21831Z	2	1	2	1	1	3	-1	-1	-1	-1	6	2021	10	1991	31	0
NS21831Z	11	2	1	1	1	4	-1	-1	-1	-1	-1	-1	3	2012	10	0
NS21831Z	26	3	1	1	1	6	-1	-1	-1	-1	6	2021	10	2017	5	0
NS21832A	31	4	2	2	2	9	1	2021	-8	-8	-1	-1	12	1951	71	0
NS21832A	32	4	1	1	1	14	-1	-1	-1	-1	-1	-1	3	1987	35	0
NS21833B	26	3	1	1	1	4	-1	-1	-1	-1	-9	-9	-9	-9	4	0
NS21837F	2	1	2	1	1	1	-1	-1	-1	-1	10	2019	4	1990	32	0
NS21837F	31	4	2	1	2	9	-1	-1	5	2020	-1	-1	6	1962	59	0
NS21838G	1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	3	1986	36	0
NS21841T	2	1	1	1	1	1	-1	-1	-1	-1	8	2017	8	1985	36	0
NS21841T	26	3	2	1	1	4	-1	-1	-1	-1	9	2018	9	2018	3	0
NS21842V	31	4	2	1	1	9	-1	-1	-1	-1	-1	-1	9	1961	61	1
NS21845Y	1	1	1	1	1	3	-1	-1	-1	-1	-1	-1	5	1992	30	0
NS21845Y	12	2	2	1	1	4	-1	-1	-1	-1	-1	-1	7	2011	11	0
NS21845Y	13	2	2	1	1	4	-1	-1	-1	-1	-1	-1	6	2014	8	0
NS21845Y	14	2	2	1	1	6	-1	-1	-1	-1	-1	-1	4	2009	13	0
NS21845Y	26	3	2	1	1	4	-1	-1	-1	-1	2	2017	2	2017	5	0
NS21845Y	27	3	2	1	1	4	-1	-1	-1	-1	3	2022	3	2022	0	0
NS21846Z	2	1	2	1	1	3	-1	-1	-1	-1	5	2018	12	1990	32	0
NS21848B	31	4	2	1	2	22	-1	-1	9	2017	-1	-1	-8	-8	-8	0
NS21852P	1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	10	1987	34	0
NS21852P	12	2	1	1	1	4	-1	-1	-1	-1	-1	-1	9	2015	6	0
NS21852P	13	2	1	1	1	4	-1	-1	-1	-1	-1	-1	11	2013	8	0
NS21856T	41	5	2	1	1	9	-1	-1	-1	-1	7	1990	8	1965	57	0
NS21856T	42	5	2	1	1	19	-1	-1	-1	-1	8	2017	2	1941	81	0
NS21856T	43	5	2	1	1	14	-1	-1	-1	-1	7	1991	7	1990	32	0
NS21861H	2	1	2	1	1	3	-1	-1	-1	-1	5	2021	12	1990	32	0
NS21862J	41	5	2	1	1	9	-1	-1	-1	-1	2	1990	8	1964	58	0
NS21862J	42	5	1	1	1	9	-1	-1	-1	-1	2	1990	3	1961	61	0
NS21866N	1	1	2	1	1	1	-1	-1	-1	-1	-1	-1	1	1995	27	0
NS21866N	26	3	2	1	1	4	-1	-1	-1	-1	3	2017	3	2017	5	0
NS21866N	27	3	1	1	1	4	-1	-1	-1	-1	5	2019	5	2019	3	0
NS21866N	28	3	2	1	1	4	-1	-1	-1	-1	1	2021	1	2021	1	0
NS21866N	32	4	1	1	2	9	-1	-1	10	2016	-1	-1	12	1960	61	0
NS21866N	33	4	2	1	2	9	-1	-1	10	2016	-1	-1	10	1963	59	0
NS21867P	2	1	1	1	1	3	-1	-1	-1	-1	11	2015	1	1990	33	0
NS21867P	26	3	1	1	1	4	-1	-1	-1	-1	10	2021	10	2021	1	0
NS21869R	2	1	2	1	1	3	-1	-1	-1	-1	-1	2016	5	1989	33	0
NS21869R	26	3	1	1	1	6	-1	-1	-1	-1	-8	2016	9	2008	13	0
NS21869R	27	3	1	1	1	6	-1	-1	-1	-1	-8	2016	2	2010	12	0
NS21869R	28	3	2	1	1	6	-1	-1	-1	-1	-8	2016	4	2013	9	0
NS21870B	41	5	1	1	1	18	-1	-1	-1	-1	-9	-9	-9	-9	35	0
NS21870B	42	5	1	1	1	9	-1	-1	-1	-1	-9	-9	-9	-9	-9	0
NS21870B	43	5	2	1	1	9	-1	-1	-1	-1	-9	-9	-9	-9	-9	0
NS21872D	1	1	1	1	1	1	-1	-1	-1	-1	11	2015	6	1993	28	0
NS21872D	11	2	2	1	1	4	-1	-1	-1	-1	-1	-1	11	2011	10	0
NS21872D	26	3	1	1	1	4	-1	-1	-1	-1	9	2019	9	2019	2	0
NS21873E	2	1	2	1	1	3	-1	-1	-1	-1	10	2016	12	1994	28	0
NS21873E	31	4	1	1	2	14	-1	-1	5	2018	-1	-1	12	1989	33	0
NS21874F	1	1	2	1	1	1	-1	-1	-1	-1	-1	-1	8	1990	32	0
NS21879L	2	1	2	1	1	1	-1	-1	-1	-1	2	2017	3	1991	31	0
NS21881X	2	1	1	1	1	3	-1	-1	-1	-1	6	2019	2	1993	29	0
NS21881X	26	3	2	1	1	4	-1	-1	-1	-1	7	2021	7	2021	0	0
NS21883Z	2	1	2	1	1	1	-1	-1	-1	-1	8	2018	11	1994	28	0
NS21883Z	26	3	1	1	1	4	-1	-1	-1	-1	2	2021	2	2021	2	0
NS21883Z	27	3	1	1	1	4	-1	-1	-1	-1	8	2022	8	2022	0	0
NS21883Z	31	4	1	1	2	9	-1	-1	8	2018	-1	-1	4	1963	59	0
NS21883Z	32	4	2	1	2	9	-1	-1	8	2018	-1	-1	5	1968	54	0
NS21886C	2	1	2	1	1	3	-1	-1	-1	-1	7	2021	7	1992	29	0
NS21889F	2	1	2	1	1	1	-1	-1	-1	-1	7	2019	5	1995	27	0
NS21889F	41	5	1	1	1	9	-1	-1	-1	-1	11	1989	2	1956	66	0
NS21889F	42	5	2	1	1	9	-1	-1	-1	-1	11	1989	7	1961	61	0
NS21891R	2	1	2	1	1	1	-1	-1	-1	-1	10	2017	2	1993	29	0
NS21891R	26	3	1	1	1	4	-1	-1	-1	-1	10	2017	10	2017	4	0
NS21891R	27	3	1	1	1	4	-1	-1	-1	-1	9	2018	9	2018	3	0
NS21894V	1	1	2	1	1	1	-1	-1	-1	-1	-1	-1	7	1990	31	0
NS21894V	26	3	2	1	1	4	-1	-1	-1	-1	6	2016	6	2016	5	0
NS21896X	1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	2	1990	32	0
NS21897Y	2	1	1	1	1	1	-1	-1	-1	-1	9	2015	4	1986	36	0
NS21897Y	26	3	1	1	1	4	-1	-1	-1	-1	6	2020	6	2020	2	0
NS21898Z	2	1	2	1	1	1	-1	-1	-1	-1	2	2017	2	1992	31	0
NS21898Z	26	3	2	1	1	4	-1	-1	-1	-1	3	2020	3	2020	3	0
NS21898Z	41	5	1	1	1	9	-1	-1	-1	-1	2	1990	5	1956	67	0
NS21898Z	42	5	2	1	1	9	-1	-1	-1	-1	2	1990	3	1965	58	0
NS21898Z	43	5	2	1	1	14	-1	-1	-1	-1	12	2002	12	2002	20	0
NS21898Z	44	5	1	1	1	14	-1	-1	-1	-1	11	2000	11	2000	22	0
NS21901S	1	1	1	1	2	29	-1	-1	5	2018	-1	-1	11	1989	33	0
NS21901S	41	5	1	1	1	24	-1	-1	-1	-1	3	2021	11	1985	37	0
NS21902T	1	1	1	1	2	29	-1	-1	9	2016	-1	-1	5	1986	36	0
NS21902T	12	2	2	1	1	4	-1	-1	-1	-1	-1	-1	3	2016	6	0
NS21902T	26	3	1	1	1	4	-1	-1	-1	-1	11	2021	11	2021	1	0
NS21904W	2	1	2	1	1	3	-1	-1	-1	-1	9	2017	9	1993	29	0
NS21910L	2	1	2	1	1	3	-1	-1	-1	-1	9	2016	4	-8	25	0
NS21914Q	2	1	2	1	1	3	-1	-1	-1	-1	2	2017	9	1992	29	0
NS21914Q	26	3	2	1	1	4	-1	-1	-1	-1	12	2020	12	2020	1	0
NS21916S	1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	10	1989	32	0
NS21919W	2	1	2	1	1	1	-1	-1	-1	-1	12	2011	6	1990	32	0
NS21919W	26	3	1	1	1	4	-1	-1	-1	-1	4	2021	4	2021	1	0
NS21919W	27	3	2	1	1	4	-1	-1	-1	-1	11	2022	11	2022	0	0
NS21920F	2	1	1	1	1	1	-1	-1	-1	-1	11	2016	2	1989	34	0
NS21920F	26	3	2	1	1	4	-1	-1	-1	-1	8	2020	8	2020	2	0
NS21920F	31	4	1	1	2	9	-1	-1	11	2016	-1	-1	10	1957	65	0
NS21920F	32	4	2	1	2	9	-1	-1	11	2016	-1	-1	2	1964	59	0
NS21920F	33	4	1	1	2	14	-1	-1	11	2016	-1	-1	1	1989	34	0
NS21921G	1	1	2	1	2	29	-1	-1	11	2016	-1	-1	7	1991	31	0
NS21921G	2	1	2	1	1	3	-1	-1	-1	-1	6	2017	5	1992	30	0
NS21921G	26	3	1	1	1	4	-1	-1	-1	-1	2	2018	2	2018	4	0
NS21921G	27	3	2	1	1	4	-1	-1	-1	-1	3	2021	3	2021	1	0
NS21924K	41	5	2	1	1	22	-1	-1	-1	-1	8	2019	4	1990	32	0
NS21926M	41	5	2	1	1	22	-1	-1	-1	-1	5	2021	10	1991	31	0
NS21927N	31	4	2	1	2	9	-1	-1	8	2017	-1	-1	11	1954	67	0
NS21927N	32	4	1	1	2	9	-1	-1	8	2017	-1	-1	5	1952	70	0
NS21927N	33	4	1	1	2	14	-1	-1	8	2017	-1	-1	12	1987	34	0
NS21927N	34	4	2	1	2	22	-1	-1	8	2017	-1	-1	-8	-8	-8	0
NS21927N	41	5	1	1	1	28	-1	-1	-1	-1	11	2022	3	1987	35	0
NS21927N	42	5	1	1	1	22	-1	-1	-1	-1	11	2022	-8	-8	65	0
NS21927N	43	5	2	1	1	22	-1	-1	-1	-1	11	2022	-8	-8	65	0
NS21927N	44	5	1	1	1	27	-1	-1	-1	-1	11	2022	-8	2022	20	0
NS21928P	1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	4	1987	35	0
NS21928P	26	3	1	1	1	4	-1	-1	-1	-1	8	2019	8	2019	3	0
NS21928P	27	3	1	1	1	4	-1	-1	-1	-1	1	2023	1	2023	0	0
NS21929Q	2	1	1	1	1	1	-1	-1	-1	-1	10	2016	1	1987	35	0
NS21929Q	26	3	2	1	1	4	-1	-1	-1	-1	12	2019	12	2019	2	0
NS21929Q	27	3	1	1	1	4	-1	-1	-1	-1	1	2021	1	2021	1	0
NS21932C	1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	1	1991	32	0
NS21933D	26	3	1	1	1	4	-1	-1	-1	-1	7	2017	7	2017	4	0
NS21933D	41	5	2	1	1	28	-1	-1	-1	-1	12	2019	10	1995	26	0
NS21937H	2	1	2	1	1	3	-1	-1	-1	-1	4	2021	3	1990	32	0
NS21937H	26	3	2	1	1	4	-1	-1	-1	-1	5	2017	5	2017	5	0
NS21937H	27	3	1	1	1	4	-1	-1	-1	-1	8	2022	8	2022	0	0
NS21937H	31	4	1	1	2	9	-1	-1	4	2021	-1	-1	1	1960	62	0
NS21937H	32	4	2	1	2	9	-1	-1	4	2021	-1	-1	7	1965	57	0
NS21937H	33	4	2	1	2	14	-1	-1	1	2016	-1	-1	4	1991	31	0
NS21939K	31	4	2	1	2	9	-1	-1	5	2017	-1	-1	4	1963	59	0
NS21939K	41	5	1	1	1	28	-1	-1	-1	-1	5	2017	9	1982	40	0
NS21943Y	2	1	1	1	1	1	-1	-1	-1	-1	7	2019	9	1991	30	0
NS21943Y	26	3	2	1	1	4	-1	-1	-1	-1	2	2021	2	2021	1	0
NS21943Y	31	4	2	1	2	9	-1	-1	7	2019	-1	-1	7	1960	61	0
NS21943Y	32	4	1	1	2	9	-1	-1	7	2019	-1	-1	5	1953	68	0
NS21946B	2	1	1	1	1	3	-1	-1	-1	-1	7	2016	12	1978	44	0
NS21947C	1	1	1	1	1	3	-1	-1	-1	-1	-1	-1	2	1981	41	0
NS21947C	12	2	2	1	1	4	-1	-1	-1	-1	-1	-1	9	2014	8	0
NS21947C	26	3	2	1	1	4	-1	-1	-1	-1	8	2019	8	2019	3	0
NS21951Q	2	1	2	1	1	3	-1	-1	-1	-1	6	2015	-8	-8	32	0
NS21951Q	26	3	1	1	1	4	-1	-1	-1	-1	11	2022	11	2022	0	0
NS21959Z	31	4	2	1	2	14	-1	-1	9	2021	-1	-1	8	1987	35	0
NS21959Z	32	4	1	1	2	14	-1	-1	3	2022	-1	-1	12	1997	24	0
NS21959Z	33	4	2	1	1	9	-1	-1	-1	-1	-1	-1	3	1964	58	0
NS21959Z	34	4	1	1	1	9	-1	-1	-1	-1	-1	-1	3	1954	68	0
NS21960J	1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	2	1990	33	0
NS21961K	1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	3	1990	32	0
NS21961K	12	2	2	1	1	4	-1	-1	-1	-1	-1	-1	4	2011	11	0
NS21961K	13	2	2	1	1	4	-1	-1	-1	-1	-1	-1	10	2013	8	0
NS21961K	26	3	2	1	1	4	-1	-1	-1	-1	3	2016	3	2016	6	0
NS21963M	41	5	2	1	1	9	-1	-1	-1	-1	1	2007	12	1960	61	0
NS21964N	1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	8	1991	31	0
NS21964N	26	3	-9	1	1	4	-1	-1	-1	-1	1	2018	1	2018	5	0
NS21964N	27	3	-9	1	1	4	-1	-1	-1	-1	8	2019	8	2019	3	0
NS21964N	28	3	-9	1	1	4	-1	-1	-1	-1	7	2022	7	2022	0	0
NS21964N	32	4	1	1	2	12	-1	-1	1	2016	-1	-1	-8	-8	-8	0
NS21964N	33	4	2	1	2	9	-1	-1	1	2016	-1	-1	-8	-8	-8	0
NS21964N	34	4	2	1	2	14	-1	-1	1	2016	-1	-1	-8	-8	-8	0
NS21964N	35	4	1	1	2	14	-1	-1	1	2016	-1	-1	-8	-8	-8	0
NS21965P	1	1	1	1	1	3	-1	-1	-1	-1	-1	-1	12	1989	32	0
NS21965P	26	3	2	1	1	4	-1	-1	-1	-1	1	2017	1	2017	5	0
NS21966Q	41	5	2	1	1	9	-1	-1	-1	-1	8	1990	8	1963	59	0
NS21966Q	42	5	1	1	1	9	-1	-1	-1	-1	8	1990	9	1957	65	0
NS21966Q	43	5	2	1	1	14	-1	-1	-1	-1	11	1992	10	1992	30	0
NS21970D	1	1	2	1	1	1	-1	-1	-1	-1	-1	-1	8	1990	31	0
NS21970D	26	3	1	1	1	4	-1	-1	-1	-1	9	2021	9	2021	0	0
NS21971E	1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	10	1987	35	0
NS21971E	26	3	1	1	1	4	-1	-1	-1	-1	8	2016	8	2016	6	0
NS21971E	27	3	1	1	1	4	-1	-1	-1	-1	7	2018	7	2018	4	0
NS21972F	31	4	2	1	1	9	-1	-1	-1	-1	-1	-1	2	1964	58	0
NS21972F	32	4	1	1	1	9	-1	-1	-1	-1	-1	-1	11	1963	58	0
NS21973G	2	1	2	1	1	3	-1	-1	-1	-1	10	2022	5	1992	30	0
NS21973G	31	4	1	1	2	9	-1	-1	1	2019	-1	-1	8	1955	67	0
NS21973G	32	4	2	1	2	9	-1	-1	1	2019	-1	-1	1	1956	66	0
NS21974H	2	1	2	1	1	1	-1	-1	-1	-1	3	2015	3	1990	32	0
NS21974H	26	3	2	1	1	4	-1	-1	-1	-1	12	2017	12	2017	5	0
NS21974H	27	3	1	1	1	4	-1	-1	-1	-1	6	2019	6	2019	3	0
NS21984C	2	1	1	1	1	1	-1	-1	-1	-1	7	2014	3	1986	36	0
NS21984C	26	3	1	1	1	4	-1	-1	-1	-1	12	2016	12	2016	5	0
